I0,I1,I2,I3,I4,I5
-0.010000,-0.930000,0.010000,-5.780000,-1.950000,-19.420000
-0.450000,-1.010000,-0.020000,-18.730000,-0.880000,-42.730000
-0.610000,-1.020000,-0.020000,-8.370000,-0.950000,6.530000
-0.410000,-0.960000,-0.090000,2.800000,2.670000,34.230000
-0.150000,-0.910000,0.000000,-1.740000,-9.850000,37.209999
0.020000,-0.900000,0.030000,-2.630000,-3.890000,-1.470000
-0.270000,-1.010000,-0.100000,-15.080000,-5.690000,-38.980000
-0.700000,-0.990000,-0.030000,-17.790001,1.680000,-20.040001
-0.420000,-1.000000,0.070000,-4.100000,11.460000,20.040001
-0.270000,-0.930000,0.000000,2.140000,-6.600000,43.430000
-0.070000,-0.900000,-0.010000,4.350000,-11.590000,23.020000
-0.100000,-0.980000,-0.090000,-0.900000,-21.340000,-24.680000
-0.640000,-0.990000,0.030000,-24.209999,-0.460000,-46.369999
-0.510000,-1.000000,0.060000,2.630000,17.100000,13.710000
-0.200000,-0.960000,0.150000,-5.200000,-4.270000,55.090000
0.130000,-0.900000,0.100000,-5.900000,-24.080000,35.939999
-0.040000,-0.910000,-0.020000,-9.180000,-12.630000,-43.400002
-0.720000,-1.100000,-0.010000,-20.150000,14.870000,-62.389999
-0.470000,-1.000000,0.060000,-15.530000,1.340000,24.600000
-0.210000,-0.930000,0.020000,1.970000,6.900000,52.720001
0.010000,-0.890000,0.060000,-2.480000,-1.790000,16.830000
-0.100000,-0.960000,0.000000,-6.300000,-15.950000,-25.900000
-0.670000,-1.000000,-0.080000,-23.410000,20.469999,-58.910000
-0.600000,-0.970000,0.010000,9.060000,6.270000,38.360001
-0.180000,-0.960000,-0.040000,-4.890000,9.680000,32.680000
-0.030000,-0.860000,0.100000,-6.330000,-6.550000,9.260000
-0.100000,-0.990000,-0.050000,-4.080000,-20.530001,-32.099998
-0.740000,-0.990000,-0.070000,-16.219999,8.500000,-42.060001
-0.660000,-0.990000,-0.150000,3.990000,35.869999,48.730000
-0.170000,-0.920000,-0.050000,2.500000,-19.809999,53.180000
-0.050000,-0.870000,0.130000,2.980000,-6.240000,-12.080000
-0.220000,-1.030000,-0.040000,-8.210000,-12.630000,-56.430000
-0.990000,-0.950000,-0.160000,-11.060000,36.689999,-35.580002
-0.290000,-1.030000,0.060000,9.110000,-15.020000,82.570000
0.100000,-0.940000,0.070000,2.420000,-1.180000,9.310000
-0.220000,-0.960000,0.180000,10.340000,-24.500000,-13.470000
-0.700000,-1.030000,-0.120000,-23.160000,21.090000,-78.220001
-0.560000,-0.980000,0.370000,-10.080000,1.940000,46.570000
-0.070000,-0.960000,-0.210000,-0.030000,-11.710000,56.860001
0.030000,-0.900000,0.110000,-4.370000,-3.010000,-9.400000
-0.190000,-1.030000,-0.060000,-13.810000,-28.030001,-42.209999
-0.920000,-0.940000,0.000000,-27.760000,23.120001,-24.469999
-0.270000,-1.000000,-0.080000,4.570000,6.360000,65.459999
0.110000,-0.920000,0.020000,-8.200000,4.310000,10.270000
-0.160000,-0.980000,0.040000,2.470000,-15.430000,-20.690001
-0.650000,-0.970000,0.030000,-24.790001,15.310000,-51.080002
-0.540000,-0.970000,0.040000,1.970000,10.440000,36.980000
-0.050000,-0.960000,0.030000,6.690000,-3.730000,45.900002
-0.010000,-0.930000,0.100000,-1.820000,-0.610000,-13.320000
-0.180000,-1.020000,-0.040000,-17.440001,-30.170000,-38.400002
-0.910000,-0.960000,-0.100000,-19.370001,25.389999,-30.420000
-0.340000,-1.010000,0.020000,2.730000,6.950000,69.970001
0.080000,-0.970000,-0.020000,-4.380000,-2.450000,19.030001
-0.140000,-0.900000,0.050000,-0.420000,-10.540000,-17.330000
-0.500000,-1.060000,-0.120000,-17.370001,10.180000,-58.400002
-0.710000,-0.960000,0.120000,-4.000000,14.330000,23.930000
-0.190000,-0.940000,0.090000,-0.410000,-1.190000,45.160000
0.050000,-0.920000,0.070000,-3.600000,-14.340000,7.420000
-0.100000,-1.010000,-0.110000,-1.670000,-18.709999,-31.030001
-0.750000,-1.010000,-0.070000,-13.950000,23.360001,-43.480000
-0.470000,-0.960000,-0.070000,-0.430000,-4.240000,43.549999
-0.100000,-0.950000,-0.040000,-0.210000,-12.190000,32.799999
0.000000,-0.950000,0.080000,-1.630000,-7.820000,-4.860000
-0.160000,-1.040000,-0.060000,-15.830000,-27.790001,-37.240002
-0.770000,-0.930000,-0.030000,-23.280001,22.020000,-35.889999
-0.300000,-0.970000,0.080000,6.470000,4.580000,58.270000
-0.020000,-1.010000,0.010000,5.990000,1.660000,26.469999
-0.070000,-0.920000,0.080000,-4.440000,-15.340000,-6.580000
-0.410000,-0.990000,-0.110000,-21.900000,-0.400000,-60.470001
-0.740000,-0.970000,0.090000,-4.280000,11.790000,29.379999
0.020000,-1.010000,0.140000,5.560000,-10.950000,55.959999
0.010000,-0.910000,0.120000,-7.300000,1.080000,-7.130000
-0.090000,-1.020000,-0.030000,-4.440000,-34.299999,-19.230000
-0.840000,-0.960000,-0.070000,-20.080000,31.959999,-47.180000
-0.380000,-0.990000,-0.070000,8.790000,-7.460000,67.690002
0.070000,-0.960000,0.100000,-4.780000,5.210000,28.559999
-0.120000,-0.930000,0.150000,-4.340000,-18.719999,-9.050000
-0.350000,-1.020000,-0.080000,-19.490000,-2.600000,-48.119999
-0.770000,-0.950000,0.110000,-16.340000,12.730000,16.450001
-0.220000,-0.960000,0.040000,3.850000,-11.680000,59.820000
0.060000,-0.960000,0.000000,-2.100000,-3.470000,6.740000
-0.060000,-1.010000,-0.090000,-9.180000,-17.170000,-32.029999
-0.740000,-0.960000,0.080000,-16.290001,20.889999,-52.060001
-0.460000,-0.970000,0.020000,-0.010000,-5.080000,46.980000
0.070000,-0.980000,0.080000,-4.480000,-11.770000,47.560001
-0.030000,-0.910000,0.080000,-3.980000,0.550000,-13.940000
-0.200000,-1.020000,-0.070000,-10.140000,-23.690001,-37.820000
-0.850000,-0.970000,-0.070000,-21.530001,30.840000,-30.920000
-0.340000,-0.950000,-0.070000,1.870000,-2.530000,53.340000
0.040000,-0.950000,0.030000,-4.800000,7.630000,23.500000
-0.060000,-0.960000,0.060000,-3.120000,-20.250000,-4.290000
-0.360000,-1.020000,-0.020000,-13.790000,-8.470000,-46.619999
-0.670000,-0.970000,0.060000,-20.150000,4.470000,4.020000
-0.210000,-1.020000,-0.120000,-14.240000,34.070000,52.259998
0.010000,-0.960000,0.010000,-6.370000,2.370000,13.690000
-0.100000,-0.900000,0.070000,2.320000,-17.629999,-4.660000
-0.360000,-1.050000,-0.010000,-18.299999,-13.200000,-46.400002
-0.670000,-0.950000,0.030000,-20.070000,0.650000,8.820000
-0.260000,-0.960000,-0.140000,-8.340000,3.970000,42.889999
-0.100000,-0.950000,-0.090000,-3.270000,15.140000,23.879999
-0.100000,-0.940000,0.010000,-7.370000,-5.480000,-8.790000
-0.330000,-1.050000,-0.150000,-16.400000,16.709999,-64.629997
-0.780000,-0.920000,0.080000,-17.590000,8.880000,13.480000
-0.150000,-1.000000,-0.110000,6.170000,-6.450000,63.660000
0.020000,-0.970000,-0.070000,-0.980000,6.970000,1.550000
-0.140000,-0.910000,0.080000,-1.800000,-36.299999,-7.050000
-0.570000,-1.010000,-0.060000,-21.709999,19.770000,-56.480000
-0.560000,-0.960000,0.060000,3.100000,11.580000,33.980000
-0.060000,-0.960000,0.060000,-0.840000,2.050000,45.619999
0.010000,-0.930000,-0.010000,-5.460000,-1.320000,0.050000
-0.100000,-1.010000,-0.120000,-0.690000,-25.480000,-16.180000
-0.660000,-0.970000,0.020000,-10.300000,20.920000,-42.169998
-0.400000,-0.980000,0.040000,6.390000,7.650000,31.799999
-0.030000,-0.980000,0.120000,-0.820000,-0.490000,32.320000
-0.090000,-0.930000,0.060000,-8.090000,-7.610000,0.960000
-0.050000,-0.990000,-0.050000,-7.460000,-35.599998,-16.629999
-0.620000,-0.990000,0.040000,-12.350000,18.180000,-44.340000
-0.410000,-0.970000,-0.040000,1.440000,6.150000,43.500000
0.060000,-0.980000,0.030000,2.730000,-2.030000,31.370001
-0.090000,-0.950000,0.060000,-9.760000,-11.060000,-6.500000
-0.230000,-1.030000,-0.180000,-19.280001,-20.770000,-41.810001
-0.870000,-0.910000,0.010000,-6.890000,19.959999,-4.190000
-0.120000,-1.010000,0.060000,2.360000,7.610000,46.180000
-0.030000,-0.950000,-0.060000,-8.890000,-2.250000,-0.690000
-0.080000,-1.000000,-0.010000,1.150000,-36.790001,-7.020000
-0.570000,-1.020000,-0.010000,-29.320000,13.910000,-46.759998
-0.390000,-0.950000,-0.040000,6.790000,11.930000,42.730000
-0.050000,-0.980000,-0.040000,4.210000,3.520000,28.570000
-0.120000,-0.930000,0.030000,-7.600000,-6.240000,-6.140000
-0.230000,-1.040000,-0.230000,-18.160000,-12.990000,-35.540001
-0.810000,-0.910000,0.090000,-7.820000,19.450001,-0.080000
-0.090000,-1.010000,0.000000,8.780000,-1.170000,46.020000
-0.050000,-0.940000,-0.020000,-6.490000,-9.270000,-0.690000
-0.080000,-1.020000,-0.120000,-1.480000,-37.430000,-16.850000
-0.650000,-1.000000,0.020000,-18.340000,21.230000,-27.080000
-0.230000,-0.970000,-0.070000,-1.760000,4.350000,45.500000
0.030000,-0.980000,-0.020000,-7.630000,3.370000,7.230000
-0.110000,-0.940000,0.050000,-4.180000,-21.469999,-2.960000
-0.420000,-1.030000,-0.050000,-15.730000,0.510000,-39.279999
-0.590000,-0.970000,-0.060000,-13.920000,5.580000,19.900000
-0.090000,-0.970000,0.140000,-10.540000,10.490000,44.410000
0.070000,-1.000000,-0.100000,-3.610000,-7.160000,0.260000
-0.170000,-1.020000,-0.090000,-6.850000,-25.049999,-20.370001
-0.650000,-0.960000,0.020000,-16.180000,13.530000,-23.469999
-0.240000,-0.970000,-0.090000,-1.500000,3.050000,36.570000
-0.020000,-0.970000,-0.010000,-6.700000,-0.070000,1.870000
-0.100000,-0.990000,0.010000,-5.480000,-29.070000,-4.620000
-0.510000,-0.980000,-0.020000,-14.550000,4.360000,-26.309999
-0.340000,-0.980000,0.010000,6.760000,8.860000,27.959999
-0.110000,-0.950000,0.010000,-3.670000,10.080000,34.230000
0.060000,-0.950000,0.040000,-2.500000,-25.070000,2.660000
-0.350000,-1.020000,-0.210000,9.490000,4.620000,-52.980000
-0.720000,-1.010000,-0.030000,-33.380001,-3.880000,4.520000
-0.170000,-0.970000,-0.010000,30.760000,2.530000,61.270000
0.070000,-0.930000,0.040000,-0.620000,-3.040000,13.040000
-0.120000,-0.960000,0.120000,-1.240000,-24.510000,-8.100000
-0.640000,-1.010000,-0.060000,-18.879999,28.850000,-61.230000
-0.490000,-0.970000,0.300000,1.290000,12.530000,43.980000
0.090000,-0.980000,0.030000,0.730000,-16.010000,49.790001
-0.080000,-0.930000,0.110000,-10.240000,-4.400000,-23.610001
-0.430000,-1.020000,-0.090000,-19.950001,6.010000,-50.020000
-0.660000,-0.980000,0.000000,-14.060000,4.470000,37.439999
-0.020000,-0.990000,-0.010000,3.480000,-2.290000,44.380001
-0.050000,-0.900000,0.040000,-9.460000,3.200000,-13.040000
-0.220000,-1.040000,-0.160000,-11.890000,-26.080000,-40.020000
-0.940000,-0.960000,-0.040000,-7.730000,14.720000,-7.060000
-0.130000,-1.010000,0.130000,2.340000,1.710000,57.380001
0.210000,-0.960000,-0.010000,-3.860000,-3.730000,4.090000
-0.090000,-0.990000,0.000000,0.180000,-39.090000,-13.020000
-0.780000,-1.010000,0.030000,-17.540001,26.660000,-60.660000
-0.410000,-0.970000,-0.030000,8.970000,-9.470000,68.550003
0.140000,-0.950000,-0.040000,-0.740000,-1.010000,20.730000
0.020000,-1.010000,0.020000,-4.680000,-19.730000,-27.730000
-0.790000,-0.990000,0.070000,-25.790001,27.430000,-61.480000
-0.470000,-0.990000,-0.150000,4.150000,-2.340000,76.739998
0.150000,-0.950000,0.000000,-4.530000,-4.510000,29.480000
-0.070000,-0.890000,0.110000,-3.790000,-29.680000,-17.010000
-0.550000,-1.110000,-0.100000,-28.500000,8.980000,-61.619999
-0.470000,-0.970000,0.240000,6.680000,7.240000,51.310001
0.070000,-0.950000,0.020000,6.160000,-2.480000,39.200001
0.000000,-0.990000,-0.010000,-0.260000,-7.820000,-18.950001
-0.580000,-0.980000,-0.050000,-28.219999,23.860001,-72.279999
-0.600000,-0.990000,0.220000,6.760000,13.120000,46.990002
0.060000,-0.950000,0.040000,1.210000,-11.210000,53.380001
-0.050000,-0.890000,0.080000,-8.740000,-1.380000,-23.070000
-0.500000,-1.030000,-0.090000,-17.530001,7.480000,-54.650002
-0.580000,-0.990000,0.060000,-10.830000,20.110001,44.599998
-0.050000,-0.910000,-0.020000,6.600000,-7.900000,48.660000
0.020000,-0.940000,0.080000,-1.150000,-6.340000,-20.110001
-0.440000,-1.020000,-0.050000,-19.850000,-2.750000,-57.090000
-0.710000,-0.990000,0.000000,-9.060000,-2.240000,23.670000
-0.140000,-1.000000,-0.030000,0.190000,7.120000,45.310001
0.040000,-0.920000,0.060000,-2.560000,2.740000,4.530000
-0.110000,-0.970000,0.070000,-0.850000,-26.219999,-9.300000
-0.560000,-1.020000,0.020000,-21.200001,12.600000,-55.020000
-0.480000,-0.950000,0.260000,1.240000,17.150000,39.150002
0.020000,-0.960000,0.040000,0.180000,5.490000,39.840000
0.010000,-0.910000,0.060000,-7.860000,-4.770000,-8.890000
-0.160000,-1.070000,-0.130000,-15.020000,-10.930000,-48.270000
-0.890000,-0.950000,0.030000,-21.330000,13.470000,-7.310000
-0.190000,-1.000000,-0.070000,13.080000,1.600000,60.560001
0.130000,-0.980000,-0.010000,-1.020000,2.100000,7.170000
-0.060000,-0.950000,0.060000,-6.500000,-30.600000,-5.470000
-0.460000,-1.010000,-0.010000,-17.500000,17.020000,-63.110001
-0.700000,-0.950000,0.160000,-6.750000,6.960000,38.279999
0.010000,-1.020000,0.070000,0.700000,0.500000,54.439999
0.090000,-0.960000,-0.040000,-12.270000,0.310000,-6.080000
-0.310000,-0.980000,-0.160000,-18.270000,7.690000,-48.410000
-0.650000,-0.950000,0.030000,-7.910000,-2.500000,12.230000
-0.140000,-0.980000,-0.110000,-2.440000,9.190000,1.800000
-0.240000,-0.970000,0.040000,-18.709999,13.990000,-7.840000
-0.210000,-0.970000,-0.090000,-11.730000,3.660000,-3.980000
-0.280000,-0.970000,0.000000,-18.959999,3.460000,-5.470000
-0.160000,-0.970000,-0.130000,-9.830000,-3.430000,-0.510000
-0.240000,-0.980000,-0.040000,-8.310000,2.040000,0.270000
-0.190000,-0.970000,-0.100000,-6.220000,0.020000,9.050000
-0.290000,-0.940000,-0.110000,-5.230000,4.800000,0.180000
-0.210000,-0.990000,-0.090000,8.430000,20.100000,-4.850000
-0.250000,-1.050000,-0.040000,8.950000,-3.840000,11.970000
-0.250000,-1.010000,-0.070000,-2.240000,11.730000,12.900000
-0.190000,-0.960000,-0.020000,-3.210000,-11.390000,1.700000
-0.210000,-0.950000,-0.020000,6.400000,9.240000,-2.520000
-0.250000,-0.970000,-0.050000,-2.110000,12.530000,-2.630000
-0.210000,-1.010000,-0.010000,-5.200000,22.969999,-6.210000
-0.180000,-0.980000,-0.030000,-8.500000,17.360001,-8.220000
-0.090000,-1.020000,-0.080000,-12.980000,9.870000,1.010000
-0.130000,-0.990000,-0.030000,-25.590000,-6.960000,-17.270000
-0.190000,-0.990000,-0.110000,-4.560000,15.740000,-7.980000
-0.100000,-1.020000,-0.160000,-21.879999,-2.830000,3.920000
-0.180000,-0.970000,-0.130000,-32.000000,54.009998,-0.850000
-0.050000,-1.050000,-0.230000,3.740000,19.209999,-24.010000
-0.120000,-0.970000,-0.220000,-32.439999,81.050003,-26.820000
-0.140000,-1.000000,-0.210000,-22.820000,9.110000,-6.670000
-0.080000,-0.910000,-0.150000,1.590000,2.350000,26.440001
0.020000,-1.210000,-0.270000,19.540001,-14.110000,16.129999
-0.040000,-0.930000,-0.190000,1.790000,0.960000,7.600000
-0.040000,-1.000000,-0.250000,-20.459999,-6.670000,12.950000
-0.080000,-1.040000,-0.220000,-9.050000,6.030000,-18.920000
-0.130000,-0.990000,-0.250000,-6.270000,5.020000,-11.790000
-0.070000,-0.960000,-0.160000,-5.980000,2.890000,4.320000
-0.020000,-0.930000,-0.140000,21.490000,-18.110001,11.690000
-0.050000,-0.960000,-0.240000,-1.210000,-29.379999,3.310000
-0.030000,-0.960000,-0.190000,-15.620000,8.020000,8.270000
-0.050000,-1.130000,-0.210000,-24.920000,-18.950001,-14.170000
-0.090000,-0.960000,-0.130000,-9.600000,25.360001,-0.210000
-0.040000,-1.050000,-0.160000,8.940000,-17.750000,10.870000
-0.050000,-0.960000,-0.180000,-1.730000,-11.150000,11.600000
-0.050000,-0.940000,-0.190000,-5.920000,-9.670000,12.750000
-0.050000,-1.070000,-0.210000,-15.560000,-11.400000,-7.440000
-0.090000,-1.010000,-0.180000,-14.410000,14.050000,-10.820000
-0.090000,-1.000000,-0.150000,-2.040000,3.180000,2.600000
-0.040000,-0.990000,-0.150000,5.190000,-3.150000,9.180000
-0.050000,-0.940000,-0.180000,-4.270000,-6.590000,8.210000
-0.030000,-1.010000,-0.190000,-15.680000,-9.560000,1.590000
-0.040000,-1.050000,-0.180000,-5.510000,3.720000,-5.440000
-0.080000,-0.970000,-0.180000,-8.750000,8.400000,0.650000
-0.040000,-1.020000,-0.140000,-3.710000,-3.310000,3.560000
-0.050000,-1.000000,-0.170000,0.070000,-1.950000,2.270000
-0.040000,-0.990000,-0.170000,3.140000,-1.760000,10.920000
-0.040000,-0.970000,-0.190000,-8.820000,-8.500000,2.710000
-0.060000,-1.000000,-0.180000,-15.380000,-1.680000,-1.230000
-0.070000,-1.030000,-0.160000,-15.660000,-7.950000,-2.690000
-0.040000,-1.020000,-0.150000,-3.930000,2.520000,6.700000
-0.070000,-0.990000,-0.200000,-1.460000,-12.620000,5.810000
-0.040000,-1.030000,-0.190000,-6.360000,-4.530000,6.520000
-0.040000,-1.020000,-0.170000,-6.870000,3.790000,-3.020000
-0.050000,-1.000000,-0.170000,-10.530000,5.750000,-0.270000
-0.060000,-1.010000,-0.160000,-4.520000,-2.630000,0.450000
-0.050000,-1.020000,-0.160000,2.430000,2.400000,8.080000
-0.050000,-0.990000,-0.170000,-0.480000,-3.720000,2.060000
-0.040000,-1.030000,-0.180000,-3.220000,4.510000,0.120000
-0.080000,-1.010000,-0.190000,-18.430000,-36.009998,-14.400000
-0.030000,-1.050000,-0.120000,-12.340000,1.050000,2.110000
-0.050000,-0.960000,-0.150000,-3.690000,-7.640000,10.040000
-0.050000,-1.000000,-0.210000,-2.500000,-25.559999,15.230000
-0.060000,-1.000000,-0.340000,-18.660000,-19.530001,-28.030001
-0.040000,-1.080000,-0.040000,-35.430000,82.320000,26.209999
-0.090000,-1.010000,-0.170000,10.920000,-27.910000,1.790000
-0.130000,-1.020000,-0.320000,-5.980000,37.250000,42.630001
0.170000,-1.010000,-0.190000,27.629999,48.070000,-44.459999
-0.260000,-0.950000,-0.390000,-2.670000,-19.980000,-9.030000
0.200000,-1.040000,-0.170000,-22.600000,-3.000000,48.009998
-0.120000,-1.050000,-0.220000,26.020000,-80.559998,3.360000
-0.220000,-0.960000,-0.090000,-13.500000,10.770000,-6.460000
-0.140000,-1.030000,-0.140000,-11.980000,9.630000,0.640000
-0.220000,-0.960000,-0.090000,-6.160000,3.630000,-2.210000
-0.190000,-0.990000,-0.110000,-4.390000,-0.010000,6.660000
-0.180000,-0.960000,-0.160000,-9.750000,0.000000,-1.850000
-0.170000,-1.000000,-0.180000,0.040000,0.130000,2.500000
-0.180000,-0.980000,-0.090000,-4.200000,-2.640000,-2.500000
-0.230000,-0.980000,-0.130000,-6.570000,-7.810000,0.080000
-0.200000,-1.000000,-0.110000,0.670000,-11.790000,10.670000
-0.260000,-0.970000,-0.110000,10.170000,-16.049999,7.850000
-0.170000,-0.980000,0.010000,23.809999,-35.790001,6.270000
-0.220000,-0.980000,-0.050000,14.610000,-12.560000,-6.370000
-0.260000,-0.960000,0.020000,-10.770000,-0.600000,0.370000
-0.230000,-0.980000,-0.040000,-4.300000,0.920000,1.210000
-0.250000,-0.990000,-0.020000,-3.370000,-0.600000,2.900000
-0.270000,-0.970000,0.020000,-2.310000,2.270000,1.840000
-0.270000,-0.960000,0.050000,-6.280000,-1.130000,3.130000
-0.260000,-0.960000,0.020000,-7.930000,0.160000,1.240000
-0.240000,-0.960000,0.030000,-5.890000,0.120000,0.970000
-0.260000,-0.960000,0.010000,-5.920000,1.630000,2.050000
-0.260000,-0.960000,0.010000,-0.890000,4.670000,5.260000
-0.290000,-0.960000,0.010000,7.910000,10.370000,5.970000
